"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Engage |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",35-44,male,1324,1833,77,,42,THB,2.18016743,,2.2913257,167.87289245,2026-03-01,2026-03-31
"3020 | BU DIA | Message | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Message | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",25-34,female,1444,2986,203,13,284,THB,0.81655172,12.75076923,9.51105157,165.76,2026-03-01,2026-03-31
"3020 | BU DIA-Pearl | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA-Pearl  | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",65+,male,3092,4370,53,,31,THB,3.10433217,,0.70938215,164.52960522,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26","One Price เพชรแท้ราคาเดียว","3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26 [Interest]",35-44,female,2407,3660,137,,130,THB,1.19843985,,3.55191257,164.1862596,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | LEVA Collection | 1-19 Mar 26","LEVA Collection | 1-19 Mar 26","3020 | BU DIA | Engage | LEVA Collection | 1-19 Mar 26 [Interest]",35-44,male,2434,3913,72,,58,THB,2.27798869,,1.48223869,164.01518564,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26","Sparkle in Spring sale up to 60% | 1-15 Mar 26","3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26  [Interest]",55-64,female,1078,1544,48,,41,THB,3.33932663,,2.65544041,160.28767816,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26","One Price เพชรแท้ราคาเดียว","3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26  [Interest-BKK]",25-34,female,3090,4357,95,,88,THB,1.63794646,,2.01973835,155.60491374,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Engage |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",25-34,female,1378,1999,109,,85,THB,1.41571247,,4.25212606,154.31265881,2026-03-01,2026-03-31
"3020 | BU DIA | Message | Wedding Package Aurora Diamond |  2-31 Mar 26","Wedding Package Aurora Diamond |  2-31 Mar 26","3020 | BU DIA | Message | Wedding Package Aurora Diamond |  2-31 Mar 26 [Interest-BKK]",25-34,male,605,1458,96,3,135,THB,1.53294356,49.0541939,9.25925926,147.16258169,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26","One Price เพชรแท้ราคาเดียว","3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26 [Interest]",25-34,male,2851,4072,65,,51,THB,2.22946961,,1.2524558,144.91552491,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26 [Interest]",55-64,male,1565,2651,31,,30,THB,4.56417354,,1.13164843,141.48937982,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26","One Price เพชรแท้ราคาเดียว","3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26  [Interest-BKK]",25-34,male,2563,3830,73,,60,THB,1.91951267,,1.56657963,140.12442489,2026-03-01,2026-03-31
"3020 | BU DIA | Message | LEVA Collection | 1-19 Mar 26","LEVA Collection | 1-19 Mar 26","3020 | BU DIA | Message | LEVA Collection | 1-19 Mar 26  [Interest]",25-34,male,612,2310,20,3,86,THB,6.77658523,45.17723487,3.72294372,135.5317046,2026-03-01,2026-03-31
